Year,Month,Day,Country,Region,city,latitude,longitude,AttackType,Killed,Wounded,Target,Group,Target_type,Weapon_type,casualities
2017,7,20,West Bank and Gaza Strip,Middle East & North Africa,Tekoa,31.6528,35.229584,Armed Assault,1.0,0.0,Soldier,Palestinian Extremists,Military,Melee,1.0
2017,7,20,Afghanistan,South Asia,Chaparhar,34.279221,70.36085899999999,Armed Assault,1.0,0.0,Teacher: Sahab-ul-Haq,Unknown,Educational Institution,Firearms,1.0
2017,7,21,Afghanistan,South Asia,Guzargahi Nur district,36.230558,69.574211,Unknown,0.0,0.0,District Headquarters,Taliban,Government (General),Unknown,0.0
2017,7,21,Afghanistan,South Asia,Nahrin district,35.992978,69.02743199999999,Unknown,2.0,2.0,District Headquarters,Taliban,Government (General),Unknown,4.0
2017,7,19,Kenya,Sub-Saharan Africa,Mararani,-1.70269,41.30188,Hostage Taking (Kidnapping),2.0,0.0,Village,Al-Shabaab,Private Citizens & Property,Firearms,2.0
2017,7,20,Bangladesh,South Asia,Dumuria,22.856246,89.436787,Bombing/Explosion,0.0,0.0,Tea Stall,Jama'atul Mujahideen Bangladesh (JMB),Business,Explosives,0.0
2017,7,20,Syria,Middle East & North Africa,Saraqib,35.868511,36.804665,Armed Assault,0.0,,Protesters,Hay'at Tahrir al-Sham,Private Citizens & Property,Firearms,
2017,7,20,Afghanistan,South Asia,Taywara district,33.519822,64.417115,Armed Assault,13.0,8.0,Compounds,Taliban,Police,Firearms,21.0
2017,7,20,Afghanistan,South Asia,Pasaband district,33.595006,65.139579,Armed Assault,13.0,7.0,Compounds,Taliban,Police,Firearms,20.0
2017,7,18,Papua New Guinea,Australasia & Oceania,Kavieng,-2.5781169999999998,150.80860800000002,Bombing/Explosion,0.0,0.0,Peter Torot Ballot Counting Venue,Unknown,Government (General),Explosives,0.0
2017,7,20,Somalia,Sub-Saharan Africa,Siinka Dheer,2.0721119999999997,45.221424,Bombing/Explosion,0.0,0.0,Siinka Dheer Checkpoint,Al-Shabaab,Police,Explosives,0.0
2017,7,20,Algeria,Middle East & North Africa,Unknown,35.2,-0.633333,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,7,21,Iraq,Middle East & North Africa,Taji,33.540672,44.251265999999994,Bombing/Explosion,0.0,3.0,Civilians,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,3.0
2017,7,21,Afghanistan,South Asia,Khanabad district,36.677642999999996,69.12155200000001,Unknown,0.0,0.0,Checkpost,Taliban,Military,Unknown,0.0
2017,7,21,Afghanistan,South Asia,Shah Wali Kot district,32.1,66.0,Hostage Taking (Kidnapping),7.0,,Civilians,Taliban,Private Citizens & Property,Firearms,
2017,7,21,Pakistan,South Asia,Rajgal,33.903684000000005,70.551055,Bombing/Explosion,0.0,2.0,Unknown,Unknown,Unknown,Explosives,2.0
2017,7,21,Iraq,Middle East & North Africa,Unknown,32.468191,44.550193,Armed Assault,2.0,2.0,Patrol,Islamic State of Iraq and the Levant (ISIL),Military,Firearms,4.0
2017,7,21,Afghanistan,South Asia,Tagab district,36.472221999999995,70.33166700000001,Unknown,35.0,10.0,Officers,Taliban,Police,Unknown,45.0
2017,7,20,Iraq,Middle East & North Africa,Abu Sayda,33.926586,44.772064,Bombing/Explosion,0.0,0.0,Unknown,Islamic State of Iraq and the Levant (ISIL),Unknown,Explosives,0.0
2017,7,22,Somalia,Sub-Saharan Africa,Far-Libah,4.871672,44.8704,Hostage Taking (Kidnapping),1.0,3.0,Employees,Al-Shabaab,NGO,Unknown,4.0
2017,7,21,Somalia,Sub-Saharan Africa,Buulogaduud,-0.32961999999999997,42.517571000000004,Bombing/Explosion,1.0,2.0,American and Kenyan Joint Base,Al-Shabaab,Military,Explosives,3.0
2017,7,18,Afghanistan,South Asia,Baghlani Jadid district,36.292834,68.66650600000001,Armed Assault,20.0,32.0,District,Taliban,Private Citizens & Property,Firearms,52.0
2017,7,21,Democratic Republic of the Congo,Sub-Saharan Africa,Samongu,4.064687,25.822359,Hostage Taking (Kidnapping),,,Soldiers,Lord's Resistance Army (LRA),Military,Unknown,
2017,7,18,Afghanistan,South Asia,Timir Koprik,35.873812,64.446136,Bombing/Explosion,4.0,0.0,Soldiers,Taliban,Military,Explosives,4.0
2017,7,21,Philippines,Southeast Asia,Mahilud,8.672499,117.55944299999999,Bombing/Explosion,2.0,1.0,"Soldiers: Private Garry Estafia, Private First Class Joene Galiste, Private James Melchor Porol",New People's Army (NPA),Military,Explosives,3.0
2017,7,21,Turkey,Middle East & North Africa,Pervari district,37.880223,42.623616,Armed Assault,1.0,0.0,Soldiers,Kurdistan Workers' Party (PKK),Military,Firearms,1.0
2017,7,21,Pakistan,South Asia,Karachi,24.891115,67.143311,Armed Assault,4.0,1.0,Vehicle,Tehrik-i-Taliban Pakistan (TTP),Police,Firearms,5.0
2017,7,21,Iraq,Middle East & North Africa,Dibis,35.672932,44.070145000000004,Bombing/Explosion,0.0,2.0,Soldiers,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,2.0
2017,7,21,Nigeria,Sub-Saharan Africa,Festac,6.466811,3.273245,Assassination,1.0,0.0,Chieftan: Emmanuel Uba,Unknown,Private Citizens & Property,Firearms,1.0
2017,7,21,Afghanistan,South Asia,Ghazni,33.542621999999994,68.415329,Unknown,1.0,0.0,Checkpoint,Taliban,Police,Unknown,1.0
2017,7,21,Afghanistan,South Asia,Ghazni,33.542621999999994,68.415329,Unknown,1.0,0.0,Checkpoint,Taliban,Police,Unknown,1.0
2017,7,21,Afghanistan,South Asia,Ghazni,33.542621999999994,68.415329,Unknown,1.0,0.0,Checkpoint,Taliban,Police,Unknown,1.0
2017,7,21,Afghanistan,South Asia,Ghazni,33.542621999999994,68.415329,Unknown,0.0,1.0,Checkpoint,Taliban,Police,Unknown,1.0
2017,7,21,Afghanistan,South Asia,Ghazni,33.542621999999994,68.415329,Unknown,0.0,1.0,Checkpoint,Taliban,Police,Unknown,1.0
2017,7,21,Afghanistan,South Asia,Ghazni,33.542621999999994,68.415329,Unknown,0.0,1.0,Checkpoint,Taliban,Police,Unknown,1.0
2017,7,21,West Bank and Gaza Strip,Middle East & North Africa,Halamish,32.006058,35.125931,Armed Assault,3.0,2.0,Israeli Residence,Palestinian Extremists,Private Citizens & Property,Melee,5.0
2017,7,21,Central African Republic,Sub-Saharan Africa,Bangassou,4.746876,22.814779,Unknown,0.0,2.0,Cathedral,Anti-Balaka Militia,Religious Figures/Institutions,Unknown,2.0
2017,7,21,Central African Republic,Sub-Saharan Africa,Bangassou,4.746876,22.814779,Hostage Taking (Kidnapping),0.0,0.0,Muslim Civilian,Anti-Balaka Militia,Private Citizens & Property,Unknown,0.0
2017,7,21,Central African Republic,Sub-Saharan Africa,Bangassou,4.746876,22.814779,Armed Assault,1.0,0.0,Moroccan Convoy,Anti-Balaka Militia,Government (Diplomatic),Firearms,1.0
2017,7,21,Philippines,Southeast Asia,Gracepan,5.205948,120.053982,Facility/Infrastructure Attack,0.0,0.0,Heavy Equipment,New People's Army (NPA),Business,Incendiary,0.0
2017,7,21,Philippines,Southeast Asia,Marawi,7.999799,124.300068,Armed Assault,9.0,49.0,Soldiers,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,58.0
2017,7,21,India,South Asia,Sijhua,23.615679999999998,86.09814300000001,Bombing/Explosion,0.0,0.0,Camp Site,Jharkhand Prastuti Committee (JPC),Business,Explosives,0.0
2017,7,21,Philippines,Southeast Asia,Marawi,7.999799,124.300068,Bombing/Explosion,0.0,0.0,Soliders,Maute Group,Military,Explosives,0.0
2017,7,21,Afghanistan,South Asia,Dara-i-Sufi Payin district,36.067334,67.41415699999999,Armed Assault,3.0,2.0,Officers,Taliban,Police,Firearms,5.0
2017,7,21,Iraq,Middle East & North Africa,Samawah,31.300213,45.277091999999996,Bombing/Explosion,0.0,0.0,Vehicle of Investor,Unknown,Private Citizens & Property,Explosives,0.0
2017,7,21,Iraq,Middle East & North Africa,Waleed,33.433811,38.922878000000004,Unknown,,0.0,Headquarters,Islamic State of Iraq and the Levant (ISIL),Police,Unknown,
2017,7,22,Pakistan,South Asia,Killi Dawoodabad,28.888427000000004,64.406337,Armed Assault,2.0,0.0,Members,Baloch Liberation Army (BLA),Military,Firearms,2.0
2017,7,22,Colombia,South America,Altos de Mejue,7.343103,-72.497653,Hostage Taking (Kidnapping),0.0,0.0,Former Mayor: Carlos Omar Delgado,National Liberation Army of Colombia (ELN),Government (General),Unknown,0.0
2017,7,22,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Armed Assault,1.0,0.0,Doctor: Salim al-Hamzah,Unknown,Business,Melee,1.0
2017,7,22,Iraq,Middle East & North Africa,Jahiza,33.645713,44.4212,Bombing/Explosion,0.0,1.0,Wife of Officer,Unknown,Police,Explosives,1.0
2017,7,22,Yemen,Middle East & North Africa,Ghayl Ba Wazir district,14.776124,49.366132,Assassination,1.0,0.0,Director of Radum: Nasir al-Sulaymani,Unknown,Government (General),Firearms,1.0
2017,7,22,Afghanistan,South Asia,Lashkar Gah,31.60063,64.369652,Unknown,4.0,0.0,Vehicle,Taliban,Police,Unknown,4.0
2017,7,22,Nigeria,Sub-Saharan Africa,Kawuri,11.579444,13.586667000000002,Bombing/Explosion,3.0,0.0,Soldiers,Boko Haram,Military,Explosives,3.0
2017,7,22,Nigeria,Sub-Saharan Africa,Dagu,10.4,12.983333,Armed Assault,4.0,0.0,Members of Adamawa Hunters Association,Boko Haram,Terrorists/Non-State Militia,Firearms,4.0
2017,7,22,Afghanistan,South Asia,Nesh district,32.370278000000006,65.688141,Armed Assault,19.0,26.0,Checkpost,Taliban,Police,Firearms,45.0
2017,7,22,Yemen,Middle East & North Africa,Taizz,13.586484,44.024105,Bombing/Explosion,0.0,5.0,City,Houthi extremists (Ansar Allah),Private Citizens & Property,Explosives,5.0
2017,7,22,Mali,Sub-Saharan Africa,Lere,15.713938,-4.9052050000000005,Unknown,0.0,0.0,Convoy,Unknown,Military,Unknown,0.0
2017,7,22,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,Armed Assault,0.0,1.0,Civilian: Cheikh Ba,Unknown,Private Citizens & Property,Firearms,1.0
2017,7,22,United Kingdom,Western Europe,Argyll,54.86455,-5.840118,Unarmed Assault,0.0,1.0,Civilian,Unknown,Private Citizens & Property,Incendiary,1.0
2017,7,22,Philippines,Southeast Asia,Kitobo,7.609688,125.08836299999999,Bombing/Explosion,1.0,11.0,Truck,New People's Army (NPA),Military,Explosives,12.0
2017,7,22,Lebanon,Middle East & North Africa,Arsal,34.184605,36.424011,Assassination,1.0,0.0,Mediator: Ahmad al-Fliti,Hay'at Tahrir al-Sham,Private Citizens & Property,Explosives,1.0
2017,7,22,Saudi Arabia,Middle East & North Africa,Yanbu,24.085539999999998,38.063286,Bombing/Explosion,0.0,0.0,Oil Refineries,Houthi extremists (Ansar Allah),Business,Explosives,0.0
2017,7,22,Bangladesh,South Asia,Barisal,22.659868,90.362027,Bombing/Explosion,0.0,0.0,Academic Building,Unknown,Educational Institution,Explosives,0.0
2017,7,22,Sudan,Sub-Saharan Africa,Nyala,12.057186,24.878695,Armed Assault,5.0,9.0,"Displaced Farmers: Khadiha Babikir Abdeljabbar, Abdallah Daoud Adam, Shummo Adam Adamo",Abbala extremists,Private Citizens & Property,Firearms,14.0
2017,7,22,West Bank and Gaza Strip,Middle East & North Africa,Avnei Hefetz,32.284628000000005,35.074551,Armed Assault,0.0,0.0,Synagogue,Unknown,Religious Figures/Institutions,Firearms,0.0
2017,7,22,South Sudan,Sub-Saharan Africa,Unknown,9.88942,32.718138,Unknown,0.0,0.0,Oilfield,Unknown,Business,Unknown,0.0
2017,7,22,Sri Lanka,South Asia,Jaffna,9.666399,80.020477,Assassination,1.0,0.0,Justice: Manickavasagar Illancheliyan,Unknown,Government (General),Firearms,1.0
2017,7,22,India,South Asia,Kalimpong district,27.062862,88.469415,Facility/Infrastructure Attack,0.0,0.0,Rongu Outpost,Gorkha Janmukti Morcha (GJM),Police,Incendiary,0.0
2017,7,21,Libya,Middle East & North Africa,Benghazi,32.069286,20.151144,Bombing/Explosion,5.0,10.0,Soldiers,Unknown,Military,Explosives,15.0
2017,7,22,Afghanistan,South Asia,Jalalabad,34.417122,70.44959300000001,Armed Assault,2.0,0.0,Officer,Khorasan Chapter of the Islamic State,Government (General),Firearms,2.0
2017,7,22,Myanmar,Southeast Asia,Buthidaung,20.869325,92.52725,Hostage Taking (Kidnapping),1.0,0.0,Civilian,Muslim extremists,Private Citizens & Property,Melee,1.0
2017,7,22,Ivory Coast,Sub-Saharan Africa,Azaguie,5.633296,-4.083412,Armed Assault,0.0,0.0,Base,Gbagbo Loyalists,Military,Firearms,0.0
2017,7,22,Iraq,Middle East & North Africa,Radhwaniyah,33.185299,44.26778,Bombing/Explosion,0.0,3.0,Football Stadium,Unknown,Business,Explosives,3.0
2017,7,22,Iraq,Middle East & North Africa,Taza Khurmatu,35.303047,44.329933000000004,Unknown,,,Soldiers,Islamic State of Iraq and the Levant (ISIL),Military,Unknown,
2017,7,22,Iraq,Middle East & North Africa,Unknown,36.804388,42.078573,Bombing/Explosion,10.0,0.0,Rabiah Border Crossing,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,10.0
2017,7,23,Iraq,Middle East & North Africa,Halabsah,33.332394,43.712821999999996,Bombing/Explosion,2.0,1.0,Unknown,Islamic State of Iraq and the Levant (ISIL),Unknown,Explosives,3.0
2017,7,23,Iraq,Middle East & North Africa,Hadid,33.776309999999995,44.555671999999994,Bombing/Explosion,5.0,9.0,Civilians,Unknown,Private Citizens & Property,Explosives,14.0
2017,7,23,Thailand,Southeast Asia,Ban Tha Dan,6.841667,101.199167,Armed Assault,0.0,0.0,Base,Unknown,Military,Explosives,0.0
2017,7,23,Afghanistan,South Asia,Momin,31.370237,64.329203,Bombing/Explosion,0.0,6.0,Civilians,Taliban,Private Citizens & Property,Explosives,6.0
2017,7,23,Somalia,Sub-Saharan Africa,Baidoa,3.067254,43.742794,Bombing/Explosion,3.0,2.0,Convoy,Al-Shabaab,Military,Explosives,5.0
2017,7,23,Somalia,Sub-Saharan Africa,Fafahdun,2.204822,41.619648,Bombing/Explosion,0.0,1.0,Joint Kenyan Convoy,Al-Shabaab,Military,Explosives,1.0
2017,7,23,Afghanistan,South Asia,Baraki Barak district,33.937546999999995,68.89925500000001,Armed Assault,4.0,0.0,Checkpoint,Taliban,Military,Firearms,4.0
2017,7,23,Afghanistan,South Asia,Kohistan district,35.338949,64.905879,Unknown,2.0,0.0,District Headquarters,Taliban,Government (General),Unknown,2.0
2017,7,23,Turkey,Middle East & North Africa,Catalca,37.393615000000004,44.575126000000004,Hostage Taking (Kidnapping),1.0,0.0,Civilian: Sami Ciftci,Kurdistan Workers' Party (PKK),Private Citizens & Property,Firearms,1.0
2017,7,23,Nigeria,Sub-Saharan Africa,Dalori,11.761901,13.266306,Bombing/Explosion,5.0,15.0,Internally Displaced Persons (IDP) Camp,Boko Haram,Private Citizens & Property,Explosives,20.0
2017,7,23,Nigeria,Sub-Saharan Africa,Dalori,11.761901,13.266306,Bombing/Explosion,1.0,0.0,Internally Displaced Persons (IDP) Camp,Boko Haram,Private Citizens & Property,Explosives,1.0
2017,7,23,Nigeria,Sub-Saharan Africa,Dagu,10.4,12.983333,Armed Assault,5.0,0.0,Village,Boko Haram,Private Citizens & Property,Firearms,5.0
2017,7,22,Afghanistan,South Asia,Taywara district,33.51,64.42,Armed Assault,8.0,0.0,District Center,Taliban,Government (General),Firearms,8.0
2017,7,23,Pakistan,South Asia,Speen Qabar,33.885556,71.386944,Bombing/Explosion,1.0,1.0,Patrol,Lashkar-e-Islam (Pakistan),Military,Explosives,2.0
2017,7,23,Philippines,Southeast Asia,Poblacion,7.532133,123.35136299999999,Assassination,1.0,0.0,Secretary: Zabana Omar Mustafa,Unknown,Government (General),Firearms,1.0
2017,7,22,Afghanistan,South Asia,Taywara district,33.51,64.42,Facility/Infrastructure Attack,4.0,0.0,Hospital,Taliban,Business,Incendiary,4.0
2017,7,23,Syria,Middle East & North Africa,Raqqah,35.951523,39.009563,Unknown,6.0,0.0,Headquarters,Islamic State of Iraq and the Levant (ISIL),Terrorists/Non-State Militia,Unknown,6.0
2017,7,23,United Kingdom,Western Europe,Larne,54.853742000000004,-5.814202,Facility/Infrastructure Attack,0.0,0.0,Vehicle,Unknown,Private Citizens & Property,Incendiary,0.0
2017,7,23,Iraq,Middle East & North Africa,Radhwaniyah,33.185299,44.26778,Bombing/Explosion,0.0,2.0,Civilians,Unknown,Private Citizens & Property,Explosives,2.0
2017,7,23,Iraq,Middle East & North Africa,Bawi,33.105896,44.564686,Bombing/Explosion,0.0,2.0,Civilians,Unknown,Private Citizens & Property,Explosives,2.0
2017,7,23,Nigeria,Sub-Saharan Africa,Gaya,12.030134,8.543928999999999,Armed Assault,1.0,5.0,Officers,Boko Haram,Police,Explosives,6.0
2017,7,23,Saudi Arabia,Middle East & North Africa,Unknown,17.884025,43.326599,Bombing/Explosion,1.0,0.0,Patrol,Unknown,Police,Explosives,1.0
2017,7,23,Central African Republic,Sub-Saharan Africa,Bangassou,4.746876,22.814779,Unknown,1.0,3.0,Moroccan Peacekeepers,Anti-Balaka Militia,Government (Diplomatic),Unknown,4.0
2017,7,23,India,South Asia,Tamodi,18.857433,81.12180699999999,Bombing/Explosion,0.0,0.0,Joint Patrol,Maoists,Police,Explosives,0.0
2017,7,23,Philippines,Southeast Asia,San Antonio,14.34251,121.57695700000001,Armed Assault,0.0,0.0,Soliders,New People's Army (NPA),Military,Firearms,0.0
2017,7,23,Sudan,Sub-Saharan Africa,Mara,12.835172,23.334447,Unarmed Assault,1.0,0.0,Civilian: Fatima Mohamed Adam,Unknown,Private Citizens & Property,Melee,1.0
2017,7,23,Thailand,Southeast Asia,Pulo Puyo,6.7795440000000005,101.193062,Hijacking,1.0,0.0,Civilian: Samae Meena,Unknown,Private Citizens & Property,Firearms,1.0
2017,7,23,South Sudan,Sub-Saharan Africa,Bentiu,9.260164,29.800284,Unknown,0.0,0.0,Members,Unknown,Terrorists/Non-State Militia,Unknown,0.0
2017,7,23,South Sudan,Sub-Saharan Africa,Panakuach,9.2533,29.721259000000003,Unknown,0.0,0.0,Members,Sudan People's Liberation Movement in Opposition (SPLM-IO),Terrorists/Non-State Militia,Unknown,0.0
2017,7,23,South Sudan,Sub-Saharan Africa,Unknown,8.927721,29.788925,Unknown,0.0,0.0,Members,Sudan People's Liberation Movement in Opposition (SPLM-IO),Terrorists/Non-State Militia,Unknown,0.0
2017,7,23,South Sudan,Sub-Saharan Africa,Tor Abieth,9.114662,29.659798,Unknown,0.0,0.0,Members,Sudan People's Liberation Movement in Opposition (SPLM-IO),Terrorists/Non-State Militia,Unknown,0.0
2017,7,23,South Sudan,Sub-Saharan Africa,Tharwangyiela,9.289563000000001,29.899010999999998,Unknown,,,Members,Sudan People's Liberation Movement in Opposition (SPLM-IO),Terrorists/Non-State Militia,Unknown,
2017,7,23,Thailand,Southeast Asia,Yarang district,6.693399,101.30910300000001,Armed Assault,1.0,1.0,Mattress Vendor: Paiboon Kampaeng,Unknown,Private Citizens & Property,Firearms,2.0
2017,7,23,Syria,Middle East & North Africa,Idlib,35.928802000000005,36.631451,Bombing/Explosion,11.0,,Members,Unknown,Terrorists/Non-State Militia,Explosives,
2017,7,23,Argentina,South America,Unknown,,,Facility/Infrastructure Attack,0.0,0.0,Property,Mapuche activists,Business,Incendiary,0.0
2017,7,23,Sierra Leone,Sub-Saharan Africa,Port Loko,8.768689,-12.785352,Unknown,,,Party Leader: Mohamed Kamarainba Mansaray,Unknown,Private Citizens & Property,Unknown,
2017,7,24,Afghanistan,South Asia,Kabul,34.516895,69.14701099999999,Bombing/Explosion,36.0,41.0,Bus of Employees,Taliban,Government (General),Explosives,77.0
2017,7,24,Pakistan,South Asia,Lahore,31.505470000000003,74.34288000000001,Bombing/Explosion,27.0,51.0,Officers,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,78.0
2017,7,24,Iraq,Middle East & North Africa,Jamilah,34.319808,45.05079,Bombing/Explosion,0.0,4.0,Patrol,Unknown,Military,Explosives,4.0
2017,7,24,Iraq,Middle East & North Africa,Sinjar,36.319386,41.861473,Bombing/Explosion,4.0,3.0,Officers,Unknown,Police,Explosives,7.0
2017,7,24,Iraq,Middle East & North Africa,Hit,33.633896,42.832081,Bombing/Explosion,1.0,0.0,Unknown,Islamic State of Iraq and the Levant (ISIL),Unknown,Explosives,1.0
2017,7,24,Iraq,Middle East & North Africa,Taji,33.540672,44.251265999999994,Bombing/Explosion,0.0,2.0,Market,Unknown,Private Citizens & Property,Explosives,2.0
2017,7,24,Somalia,Sub-Saharan Africa,Mogadishu,2.133346,45.300138000000004,Bombing/Explosion,0.0,0.0,Unknown,Al-Shabaab,Unknown,Explosives,0.0
2017,7,24,Pakistan,South Asia,Sohbatpur,28.518663,68.542679,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,7,24,Pakistan,South Asia,Chattar,28.869226,68.334419,Bombing/Explosion,1.0,1.0,"Civilians: Sher Ali Shah, Mansur Ali Shah",Unknown,Private Citizens & Property,Explosives,2.0
2017,7,24,Israel,Middle East & North Africa,Petah Tivka,32.089161,34.88382,Armed Assault,0.0,1.0,Civilian,Palestinian Extremists,Private Citizens & Property,Melee,1.0
2017,7,24,Egypt,Middle East & North Africa,Arish,31.126646,33.800865,Bombing/Explosion,11.0,0.0,Checkpoint,Muslim extremists,Military,Explosives,11.0
2017,7,24,Cameroon,Sub-Saharan Africa,Dloudgan,11.809397,14.666841,Unknown,2.0,0.0,Forward Operating Base,Boko Haram,Military,Unknown,2.0
2017,7,24,Nigeria,Sub-Saharan Africa,Kaleri,11.585479,13.587063,Armed Assault,8.0,,Farmers,Boko Haram,Private Citizens & Property,Firearms,
2017,7,24,Nigeria,Sub-Saharan Africa,Alau,11.726953,13.231723,Armed Assault,7.0,,Farmers,Boko Haram,Private Citizens & Property,Firearms,
2017,7,24,Nigeria,Sub-Saharan Africa,Dalori,11.761901,13.266306,Bombing/Explosion,1.0,1.0,Internally Displaced Persons (IDP) Camp,Boko Haram,Private Citizens & Property,Explosives,2.0
2017,7,24,Iraq,Middle East & North Africa,Unknown,36.770327,42.188190000000006,Unknown,4.0,0.0,Villages,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Unknown,4.0
2017,7,24,Iraq,Middle East & North Africa,Unknown,36.770327,42.188190000000006,Unknown,4.0,0.0,Villages,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Unknown,4.0
2017,7,25,Philippines,Southeast Asia,San Jorge,12.340314999999999,125.069098,Bombing/Explosion,1.0,0.0,Civilian: Henry Soriano,New People's Army (NPA),Private Citizens & Property,Explosives,1.0
2017,7,24,Syria,Middle East & North Africa,Raqqah,35.951523,39.009563,Bombing/Explosion,29.0,0.0,Members,Islamic State of Iraq and the Levant (ISIL),Terrorists/Non-State Militia,Explosives,29.0
2017,7,24,India,South Asia,Ajas,34.332737,74.677444,Armed Assault,0.0,0.0,Patrol,Unknown,Military,Firearms,0.0
2017,7,24,Turkey,Middle East & North Africa,Baykan district,38.159999,41.732465999999995,Armed Assault,1.0,2.0,Soldiers,Kurdistan Workers' Party (PKK),Military,Firearms,3.0
2017,7,24,Pakistan,South Asia,Karachi,24.891115,67.143311,Armed Assault,1.0,1.0,"Officers: Head Constable Mohammad Khan, Head Constable Mohammad Kamran",Tehrik-i-Taliban Pakistan (TTP),Police,Firearms,2.0
2017,7,24,Philippines,Southeast Asia,Cagsiay Two,14.216667000000001,121.75,Armed Assault,1.0,,Soldiers,New People's Army (NPA),Military,Firearms,
2017,7,24,Burkina Faso,Sub-Saharan Africa,Sibe,14.175719,-1.559134,Hostage Taking (Kidnapping),2.0,0.0,Civilians,Muslim extremists,Private Citizens & Property,Firearms,2.0
2017,7,24,Burkina Faso,Sub-Saharan Africa,Neyba,14.188056,-1.543333,Hostage Taking (Kidnapping),1.0,0.0,Civilian,Muslim extremists,Private Citizens & Property,Firearms,1.0
2017,7,24,Burkina Faso,Sub-Saharan Africa,Ndija,14.385392000000001,-1.398095,Hostage Taking (Kidnapping),2.0,0.0,Civilians,Muslim extremists,Private Citizens & Property,Firearms,2.0
2017,7,24,Libya,Middle East & North Africa,Labraq,32.788338,21.967283,Hostage Taking (Kidnapping),,,Officials,Unknown,Government (General),Unknown,
2017,7,24,Ukraine,Eastern Europe,Starovirivka,49.541471,35.694758,Bombing/Explosion,0.0,1.0,Vehicle of Poultry Firm Director,Unknown,Business,Explosives,1.0
2017,7,24,Nigeria,Sub-Saharan Africa,Ogoniland,4.781005,7.154907000000001,Bombing/Explosion,0.0,0.0,Trans-Niger Pipeline,Unknown,Utilities,Explosives,0.0
2017,7,24,Kenya,Sub-Saharan Africa,Bondo,-0.094582,34.275502,Facility/Infrastructure Attack,0.0,0.0,Residence of Adviser to Governor: Ochieng' Mawere,Unknown,Government (General),Incendiary,0.0
2017,7,24,Pakistan,South Asia,Dera Murad Jamali,28.544390000000003,68.218002,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,7,24,Uganda,Sub-Saharan Africa,Lugazi,0.383308,32.924328,Assassination,0.0,0.0,Residence of Grade One Magistrate: Carol Kabugo,Unknown,Government (General),Incendiary,0.0
2017,7,24,Ukraine,Eastern Europe,Odessa,46.47481,30.715137,Bombing/Explosion,0.0,0.0,Vehicle,Pro-Russia Militia,Private Citizens & Property,Explosives,0.0
2017,7,24,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,0.0,0.0,Market,Unknown,Private Citizens & Property,Explosives,0.0
2017,7,24,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Assassination,1.0,0.0,Journalist,Unknown,Journalists & Media,Melee,1.0
2017,7,24,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,2.0,5.0,Market,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,7.0
2017,7,24,Mali,Sub-Saharan Africa,Unknown,,,Bombing/Explosion,1.0,4.0,Vehicle,Unknown,Military,Explosives,5.0
2017,7,25,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,1.0,2.0,Patrol,Unknown,Police,Explosives,3.0
2017,7,25,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,0.0,5.0,Fish Market,Unknown,Private Citizens & Property,Explosives,5.0
2017,7,25,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Armed Assault,5.0,1.0,Police Station,Islamic State of Iraq and the Levant (ISIL),Police,Firearms,6.0
2017,7,25,Iraq,Middle East & North Africa,Nukhayb,32.04298,42.254261,Unknown,21.0,0.0,Forces,Islamic State of Iraq and the Levant (ISIL),Military,Unknown,21.0
2017,7,25,Iraq,Middle East & North Africa,Ramadi,33.420947999999996,43.295662,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,7,25,Iraq,Middle East & North Africa,Naama,34.881784,43.895452,Bombing/Explosion,2.0,3.0,Checkpoint,Unknown,Military,Explosives,5.0
2017,7,25,Mali,Sub-Saharan Africa,Unknown,16.802715,1.5248270000000002,Armed Assault,4.0,0.0,Tuareg Encampment,Islamic State in the Greater Sahara (ISGS),Private Citizens & Property,Firearms,4.0
2017,7,25,Nigeria,Sub-Saharan Africa,Jibi,12.280729,13.06069,Hostage Taking (Kidnapping),69.0,,Frontier Exploration Services Convoy,Boko Haram,Government (General),Firearms,
